date,snow_depth_water_equivalent
1959-12-01,0.016945898286175178
1959-12-02,0.016597680019292443
1959-12-03,0.016223651176423475
1959-12-04,0.015894746750033373
1959-12-05,0.015661762156178306
1959-12-06,0.015485466911852708
1959-12-07,0.015272199633166275
1959-12-08,0.015152932921248407
1959-12-09,0.015623230229741809
1959-12-10,0.016470486174264342
1959-12-11,0.017180270770673207
1959-12-12,0.017245399538250872
1959-12-13,0.017714139611354405
1959-12-14,0.018266909974883644
1959-12-15,0.018761022840097244
1959-12-16,0.018340607237489443
1959-12-17,0.017656783737296775
1959-12-18,0.01700622615674544
1959-12-19,0.01651088563699854
1959-12-20,0.017681175301462872
1959-12-21,0.02079639488707224
1959-12-22,0.024131507943368043
1959-12-23,0.025901203548707074
1959-12-24,0.032532565611177705
1959-12-25,0.04573356334816231
1959-12-26,0.05949790039019994
1959-12-27,0.06661686252841752
1959-12-28,0.0669871983122803
1959-12-29,0.06690715046985561
1959-12-30,0.0696633266286841
1959-12-31,0.07621405300005574
1960-01-01,0.08307862930789721
1960-01-02,0.08709022574499137
1960-01-03,0.08733982813658141
1960-01-04,0.08731171835079887
1960-01-05,0.08726750472213622
1960-01-06,0.08721116309483244
1960-01-07,0.08715491171894241
1960-01-08,0.08710696867263003
1960-01-09,0.0871715725549882
1960-01-10,0.0933240058125299
1960-01-11,0.10350006175473862
1960-01-12,0.1151077387553801
1960-01-13,0.12307966264028226
1960-01-14,0.12708536252517
1960-01-15,0.13074003826543357
1960-01-16,0.13385739913984157
1960-01-17,0.13723311812131508
1960-01-18,0.13942202311797874
1960-01-19,0.139698781279461
1960-01-20,0.13967215525272814
1960-01-21,0.13964554672216925
1960-01-22,0.13960112640334713
1960-01-23,0.13954165383381137
1960-01-24,0.13947536724458573
1960-01-25,0.1397202814965065
1960-01-26,0.1401095314794041
1960-01-27,0.14074520061290108
1960-01-28,0.14103509024122426
1960-01-29,0.14112914166455062
1960-01-30,0.14101384745703807
1960-01-31,0.1409393622214079
1960-02-01,0.14528679100049988
1960-02-02,0.15010708974676132
1960-02-03,0.15489221139153042
1960-02-04,0.15528329828293305
1960-02-05,0.15514465890390713
1960-02-06,0.15505017713542504
1960-02-07,0.1549743851519284
1960-02-08,0.16000690960421074
1960-02-09,0.1656589071221581
1960-02-10,0.17138681112676246
1960-02-11,0.17208323122702832
1960-02-12,0.17213686109917523
1960-02-13,0.172230870774581
1960-02-14,0.17236539566831888
1960-02-15,0.17252505797180018
1960-02-16,0.17259171046257327
1960-02-17,0.17258720331911606
1960-02-18,0.17327251433567128
1960-02-19,0.17569901824794512
1960-02-20,0.17821090963758968
1960-02-21,0.1808490045356812
1960-02-22,0.18181616172256165
1960-02-23,0.18385071972303815
1960-02-24,0.18532095646941724
1960-02-25,0.1886373715050014
1960-02-26,0.19506325891768625
1960-02-27,0.20151669267103656
1960-02-28,0.21003912824310725
1960-02-29,0.22029473222922616
1960-03-01,0.23318130371867385
1960-03-02,0.2420299697628222
1960-03-03,0.2451993996305323
1960-03-04,0.24545337678671875
1960-03-05,0.24571006490105626
1960-03-06,0.24559965945094764
1960-03-07,0.2456429424425555
1960-03-08,0.24571925722387564
1960-03-09,0.24598697483520612
1960-03-10,0.24594549778273675
1960-03-11,0.24579449445341325
1960-03-12,0.24652234090812955
1960-03-13,0.25319123139088423
1960-03-14,0.26069704562529994
1960-03-15,0.26748219917094557
1960-03-16,0.26892319039833934
1960-03-17,0.2695684850462605
1960-03-18,0.26985819606938893
1960-03-19,0.2696492955093361
1960-03-20,0.2694118620293493
1960-03-21,0.2688271362134053
1960-03-22,0.26762147577504986
1960-03-23,0.2655536235422513
1960-03-24,0.26288687624926793
1960-03-25,0.25943316900210195
1960-03-26,0.2554305782746223
1960-03-27,0.2517615166943153
1960-03-28,0.25049766580301736
1960-03-29,0.2503693993780045
1960-03-30,0.2517422568984034
1960-03-31,0.2520155861513587
1960-04-01,0.2525429128651709
1960-04-02,0.2519577098704948
1960-04-03,0.25112145939893465
1960-04-04,0.24915498394527394
1960-04-05,0.2454670261934433
1960-04-06,0.23955322059617998
1960-04-07,0.23187245851259863
1960-04-08,0.22350736189632428
1960-04-09,0.21484984663860396
1960-04-10,0.20587094598270386
1960-04-11,0.19650074639391735
1960-04-12,0.1883324639351647
1960-04-13,0.18148062928244402
1960-04-14,0.17578536645882603
1960-04-15,0.16968814816606992
1960-04-16,0.16501774381050374
1960-04-17,0.16166777005054436
1960-04-18,0.15891500279919357
1960-04-19,0.1545556095214985
1960-04-20,0.14876651224988316
1960-04-21,0.14170880379930342
1960-04-22,0.13469212721654925
1960-04-23,0.1282038500414499
1960-04-24,0.12423421314892898
1960-04-25,0.12213596053580428
1960-04-26,0.1208640890719594
1960-04-27,0.1215238625439289
1960-04-28,0.1247965497068826
1960-04-29,0.12905329786566028
1960-04-30,0.13154777585606184
1960-05-01,0.131117031969716
1960-05-02,0.12958754608108156
1960-05-03,0.1284946016125223
1960-05-04,0.12911714937458454
1960-05-05,0.1300614999381269
1960-05-06,0.12957340575676365
1960-05-07,0.12662421427346918
1960-05-08,0.12271509979682833
1960-05-09,0.11821086920586717
1960-05-10,0.1131172550593695
1960-05-11,0.10737355337595346
1960-05-12,0.1011418172107006
1960-05-13,0.09535284643528459
1960-05-14,0.09047806710811303
1960-05-15,0.08682365153329995
1960-05-16,0.08364515356181045
1960-05-17,0.0807536821842042
1960-05-18,0.0796354355913786
1960-05-19,0.07975534328568783
1960-05-20,0.08033717331405053
1960-05-21,0.07943916681351006
1960-05-22,0.07754681156684323
1960-05-23,0.07536633448857333
1960-05-24,0.07345553053218597
1960-05-25,0.0719671944682289
1960-05-26,0.07047170000218994
1960-05-27,0.06856315502578457
1960-05-28,0.0661363835852452
1960-05-29,0.06356403851197884
1960-05-30,0.06055365816418134
1960-05-31,0.057285237410993804
1960-06-01,0.053677962753128305
1960-06-02,0.05009224486176431
1960-06-03,0.0464544624175588
1960-06-04,0.0428595893969774
1960-06-05,0.03955355167996157
1960-06-06,0.03661980483988144
1960-06-07,0.03401621292822304
1960-06-08,0.031314590712786874
1960-06-09,0.0286525202495814
1960-06-10,0.025939444681900504
1960-06-11,0.02355972140201977
1960-06-12,0.021223404687591804
1960-06-13,0.019083298303943567
1960-06-14,0.016927006175585603
1960-06-15,0.01476674693209927
1960-06-16,0.012505768097650104
1960-06-17,0.010269058543912404
1960-06-18,0.00815501398282687
1960-06-19,0.006272189217136004
1960-06-20,0.004680514411537637
1960-06-21,0.0034221852899774374
1960-06-22,0.0025103628464619703
1960-06-23,0.0018681130261984369
1960-06-24,0.001398197711178237
1960-06-25,0.001036162021166965
1960-06-26,0.0007713070647499032
1960-06-27,0.0005692874728703863
1960-06-28,0.0004171363793524986
1960-06-29,0.0003024312349992046
1960-06-30,0.00021750575529853376
1960-07-01,0.00015623396424422012
1960-07-02,0.00010884931534579879
1960-07-03,7.405602905413163e-05
1960-07-04,4.826313900518613e-05
1960-07-05,3.217440128178307e-05
1960-07-06,2.1656885605599814e-05
1960-07-07,1.4301129717349218e-05
1960-07-08,9.055010113393344e-06
1960-07-09,5.533459155469786e-06
1960-07-10,3.2534534026002592e-06
1960-07-11,1.8581240392336647e-06
1960-07-12,1.02779585177999e-06
1960-07-13,5.767664990192498e-07
1960-07-14,3.235463844433782e-07
1960-07-15,1.7314001243136092e-07
1960-07-16,9.17695199777235e-08
1960-07-17,5.047703126990751e-08
1960-07-18,2.7743390887571306e-08
1960-07-19,1.5029251441690465e-08
1960-07-20,8.349584150720229e-09
1960-07-21,5.009750505235109e-09
1960-07-22,3.339833682492552e-09
1960-07-23,1.6699168597499928e-09
1960-07-24,8.34958448378713e-10
1960-07-25,-7.345364920210326e-25
1960-07-26,-7.345364920210326e-25
1960-07-27,-7.345364920210326e-25
