date,initial_storage_af,initial_storage_maf,storage_af,storage_maf
2014-04-06,500000.0,0.5,512200.53394796874,0.5122005339479687
2014-04-07,500000.0,0.5,512395.5090823848,0.5123955090823848
2014-04-08,500000.0,0.5,511892.13570441934,0.5118921357044194
2014-04-09,500000.0,0.5,513712.8132331475,0.5137128132331475
2014-04-10,500000.0,0.5,516121.15942642954,0.5161211594264296
2014-04-11,500000.0,0.5,517599.2990757182,0.5175992990757182
2014-04-12,500000.0,0.5,520155.95259299205,0.5201559525929921
2014-04-13,500000.0,0.5,522422.19887158147,0.5224221988715815
2014-04-14,500000.0,0.5,524859.0230888182,0.5248590230888182
2014-04-15,500000.0,0.5,527394.4151612278,0.5273944151612278
2014-04-16,500000.0,0.5,529742.7740367232,0.5297427740367232
2014-04-17,500000.0,0.5,531539.1375914963,0.5315391375914963
2014-04-18,500000.0,0.5,533996.97726658,0.53399697726658
2014-04-19,500000.0,0.5,537078.410801281,0.5370784108012809
2014-04-20,500000.0,0.5,540741.7438131289,0.5407417438131289
2014-04-21,500000.0,0.5,544683.2281025662,0.5446832281025662
2014-04-22,500000.0,0.5,548031.1305388462,0.5480311305388462
2014-04-23,500000.0,0.5,551420.882738098,0.5514208827380981
2014-04-24,500000.0,0.5,554785.3898026021,0.5547853898026022
2014-04-25,500000.0,0.5,557750.9720468131,0.5577509720468131
2014-04-26,500000.0,0.5,560570.7516047427,0.5605707516047427
2014-04-27,500000.0,0.5,563248.3222816882,0.5632483222816882
2014-04-28,500000.0,0.5,565265.0947628971,0.5652650947628971
2014-04-29,500000.0,0.5,567165.7029290164,0.5671657029290165
2014-04-30,500000.0,0.5,568882.035391737,0.568882035391737
2014-05-01,500000.0,0.5,570055.9259896873,0.5700559259896874
2014-05-02,500000.0,0.5,571012.6505321317,0.5710126505321317
2014-05-03,500000.0,0.5,572026.9665453418,0.5720269665453418
2014-05-04,500000.0,0.5,573313.8603445955,0.5733138603445955
2014-05-05,500000.0,0.5,575357.2157475026,0.5753572157475026
2014-05-06,500000.0,0.5,577633.0137390109,0.5776330137390109
2014-05-07,500000.0,0.5,580759.7627111707,0.5807597627111707
2014-05-08,500000.0,0.5,583839.4993342411,0.5838394993342412
2014-05-09,500000.0,0.5,586446.1597176075,0.5864461597176075
2014-05-10,500000.0,0.5,587862.2738343078,0.5878622738343078
2014-05-11,500000.0,0.5,589273.6361566029,0.5892736361566029
2014-05-12,500000.0,0.5,592103.6168538248,0.5921036168538248
2014-05-13,500000.0,0.5,594491.5307533017,0.5944915307533017
2014-05-14,500000.0,0.5,596197.9173324842,0.5961979173324842
2014-05-15,500000.0,0.5,596957.6225469925,0.5969576225469925
2014-05-16,500000.0,0.5,597389.3960509029,0.5973893960509029
2014-05-17,500000.0,0.5,598599.427677959,0.5985994276779589
2014-05-18,500000.0,0.5,599957.5084731209,0.5999575084731209
2014-05-19,500000.0,0.5,602471.1929724988,0.6024711929724988
2014-05-20,500000.0,0.5,605978.0671950257,0.6059780671950258
2014-05-21,500000.0,0.5,609902.5058198412,0.6099025058198412
2014-05-22,500000.0,0.5,615227.2627235921,0.6152272627235921
2014-05-23,500000.0,0.5,620212.3553817059,0.6202123553817059
2014-05-24,500000.0,0.5,625312.8807602248,0.6253128807602247
2014-05-25,500000.0,0.5,630016.9181022963,0.6300169181022963
2014-05-26,500000.0,0.5,634556.1614889669,0.6345561614889669
2014-05-27,500000.0,0.5,638119.7819303249,0.6381197819303248
2014-05-28,500000.0,0.5,643016.6635995191,0.643016663599519
2014-05-29,500000.0,0.5,649318.7265040188,0.6493187265040188
2014-05-30,500000.0,0.5,654753.8721165305,0.6547538721165306
2014-05-31,500000.0,0.5,660549.9553990328,0.6605499553990328
2014-06-01,500000.0,0.5,666854.4113490526,0.6668544113490525
2014-06-02,500000.0,0.5,673197.686534472,0.6731976865344721
2014-06-03,500000.0,0.5,678524.336268906,0.6785243362689061
2014-06-04,500000.0,0.5,682655.9855325244,0.6826559855325244
2014-06-05,500000.0,0.5,685733.0046957034,0.6857330046957034
2014-06-06,500000.0,0.5,687280.1246671284,0.6872801246671284
2014-06-07,500000.0,0.5,688587.6652255887,0.6885876652255887
2014-06-08,500000.0,0.5,688748.1127092347,0.6887481127092347
2014-06-09,500000.0,0.5,691435.4337276744,0.6914354337276745
2014-06-10,500000.0,0.5,693434.29700429,0.69343429700429
2014-06-11,500000.0,0.5,694993.317082019,0.6949933170820191
2014-06-12,500000.0,0.5,696557.4853149448,0.6965574853149448
2014-06-13,500000.0,0.5,697834.9220718985,0.6978349220718985
2014-06-14,500000.0,0.5,698686.0158424852,0.6986860158424852
2014-06-15,500000.0,0.5,699469.9631398574,0.6994699631398574
2014-06-16,500000.0,0.5,699790.1758151886,0.6997901758151885
2014-06-17,500000.0,0.5,700083.1977499974,0.7000831977499974
2014-06-18,500000.0,0.5,699596.154884055,0.699596154884055
2014-06-19,500000.0,0.5,699401.2995889683,0.6994012995889682
2014-06-20,500000.0,0.5,699089.3398470134,0.6990893398470134
2014-06-21,500000.0,0.5,698130.0664941618,0.6981300664941619
2014-06-22,500000.0,0.5,697271.5129269533,0.6972715129269532
2014-06-23,500000.0,0.5,696680.0869423578,0.6966800869423578
2014-06-24,500000.0,0.5,695881.1650059129,0.6958811650059129
2014-06-25,500000.0,0.5,694845.5460286106,0.6948455460286106
2014-06-26,500000.0,0.5,693731.9830972345,0.6937319830972345
2014-06-27,500000.0,0.5,692492.2435185461,0.6924922435185461
2014-06-28,500000.0,0.5,691236.3001670527,0.6912363001670526
2014-06-29,500000.0,0.5,690402.6473239241,0.6904026473239241
2014-06-30,500000.0,0.5,689469.1183532372,0.6894691183532372
2014-07-01,500000.0,0.5,688392.6226511083,0.6883926226511083
2014-07-02,500000.0,0.5,687070.6063413229,0.6870706063413229
2014-07-03,500000.0,0.5,685907.3104036035,0.6859073104036035
2014-07-04,500000.0,0.5,684858.5740250362,0.6848585740250361
2014-07-05,500000.0,0.5,684236.905488716,0.684236905488716
2014-07-06,500000.0,0.5,683597.851993025,0.683597851993025
2014-07-07,500000.0,0.5,682960.8377901505,0.6829608377901506
