,Elevation (ft),Capacity (ac-ft),Area (ac)
3432,5809.320000000001,25158.7,960.56
3433,5809.33,25168.3,960.69
3434,5809.34,25177.91,960.83
3435,5809.35,25187.52,960.96
3436,5809.360000000001,25197.13,961.09
3437,5809.37,25206.74,961.23
3438,5809.38,25216.35,961.36
3439,5809.39,25225.97,961.5
3440,5809.4,25235.58,961.63
3441,5809.41,25245.2,961.77
3442,5809.42,25254.82,961.9
3443,5809.429999999999,25264.44,962.03
3444,5809.44,25274.06,962.17
3445,5809.45,25283.68,962.3
3446,5809.46,25293.3,962.44
3447,5809.469999999999,25302.93,962.57
3448,5809.48,25312.56,962.71
3449,5809.49,25322.18,962.84
3450,5809.5,25331.81,962.97
3451,5809.51,25341.44,963.11
3452,5809.52,25351.07,963.24
3453,5809.53,25360.71,963.38
3454,5809.54,25370.34,963.51
3455,5809.55,25379.98,963.65
3456,5809.56,25389.61,963.78
3457,5809.57,25399.25,963.91
3458,5809.58,25408.89,964.05
3459,5809.59,25418.53,964.18
3460,5809.6,25428.18,964.32
3461,5809.610000000001,25437.82,964.45
3462,5809.620000000001,25447.47,964.59
3463,5809.63,25457.11,964.72
3464,5809.64,25466.76,964.85
3465,5809.650000000001,25476.41,964.99
3466,5809.660000000001,25486.06,965.12
3467,5809.67,25495.71,965.26
3468,5809.68,25505.36,965.39
3469,5809.6900000000005,25515.02,965.53
3470,5809.7,25524.67,965.66
3471,5809.71,25534.33,965.79
3472,5809.72,25543.99,965.93
3473,5809.73,25553.65,966.06
3474,5809.74,25563.31,966.2
3475,5809.75,25572.97,966.33
3476,5809.76,25582.64,966.47
3477,5809.7699999999995,25592.3,966.6
3478,5809.78,25601.97,966.73
3479,5809.79,25611.64,966.87
3480,5809.8,25621.31,967.0
3481,5809.81,25630.98,967.14
3482,5809.820000000001,25640.65,967.27
3483,5809.83,25650.32,967.41
3484,5809.84,25660.0,967.54
3485,5809.85,25669.67,967.67
3486,5809.860000000001,25679.35,967.81
3487,5809.87,25689.03,967.94
3488,5809.88,25698.71,968.08
3489,5809.89,25708.39,968.21
3490,5809.9,25718.07,968.35
3491,5809.91,25727.76,968.48
3492,5809.92,25737.44,968.61
3493,5809.929999999999,25747.13,968.75
3494,5809.94,25756.81,968.88
3495,5809.95,25766.5,969.02
3496,5809.96,25776.19,969.15
3497,5809.969999999999,25785.89,969.29
3498,5809.98,25795.58,969.42
3499,5809.99,25805.27,969.56
3500,5810.0,25814.97,969.69
3501,5810.01,25824.67,969.85
3502,5810.02,25834.37,970.01
3503,5810.03,25844.07,970.18
3504,5810.04,25853.77,970.34
3505,5810.05,25863.47,970.5
3506,5810.06,25873.18,970.66
3507,5810.07,25882.89,970.82
3508,5810.08,25892.6,970.99
3509,5810.09,25902.3,971.15
3510,5810.1,25912.02,971.31
3511,5810.110000000001,25921.73,971.47
3512,5810.120000000001,25931.44,971.63
3513,5810.13,25941.16,971.8
3514,5810.14,25950.88,971.96
3515,5810.150000000001,25960.6,972.12
3516,5810.160000000001,25970.32,972.28
3517,5810.17,25980.04,972.44
3518,5810.18,25989.76,972.61
3519,5810.1900000000005,25999.49,972.77
3520,5810.2,26009.21,972.93
3521,5810.21,26018.94,973.09
3522,5810.22,26028.67,973.25
3523,5810.23,26038.4,973.42
3524,5810.24,26048.14,973.58
3525,5810.25,26057.87,973.74
3526,5810.26,26067.61,973.9
3527,5810.2699999999995,26077.35,974.06
3528,5810.28,26087.08,974.23
3529,5810.29,26096.82,974.39
3530,5810.3,26106.57,974.55
3531,5810.31,26116.31,974.71
3532,5810.320000000001,26126.06,974.87
3533,5810.33,26135.8,975.04
3534,5810.34,26145.55,975.2
3535,5810.35,26155.3,975.36
3536,5810.360000000001,26165.05,975.52
3537,5810.37,26174.8,975.68
3538,5810.38,26184.56,975.85
3539,5810.39,26194.31,976.01
3540,5810.4,26204.07,976.17
3541,5810.41,26213.83,976.33
3542,5810.42,26223.59,976.49
3543,5810.429999999999,26233.35,976.66
3544,5810.44,26243.12,976.82
3545,5810.45,26252.88,976.98
3546,5810.46,26262.65,977.14
3547,5810.469999999999,26272.42,977.3
3548,5810.48,26282.19,977.47
3549,5810.49,26291.96,977.63
3550,5810.5,26301.73,977.79
3551,5810.51,26311.5,977.95
3552,5810.52,26321.28,978.11
3553,5810.53,26331.06,978.28
3554,5810.54,26340.84,978.44
3555,5810.55,26350.62,978.6
3556,5810.56,26360.4,978.76
3557,5810.57,26370.18,978.92
3558,5810.58,26379.97,979.09
3559,5810.59,26389.75,979.25
3560,5810.6,26399.54,979.41
3561,5810.610000000001,26409.33,979.57
3562,5810.620000000001,26419.12,979.73
3563,5810.63,26428.91,979.9
3564,5810.64,26438.71,980.06
3565,5810.650000000001,26448.5,980.22
3566,5810.660000000001,26458.3,980.38
3567,5810.67,26468.1,980.54
3568,5810.68,26477.9,980.71
3569,5810.6900000000005,26487.7,980.87
3570,5810.7,26497.5,981.03
3571,5810.71,26507.31,981.19
3572,5810.72,26517.12,981.35
3573,5810.73,26526.92,981.52
3574,5810.74,26536.73,981.68
3575,5810.75,26546.54,981.84
3576,5810.76,26556.36,982.0
3577,5810.7699999999995,26566.17,982.16
3578,5810.78,26575.99,982.33
3579,5810.79,26585.8,982.49
3580,5810.8,26595.62,982.65
3581,5810.81,26605.44,982.81
3582,5810.820000000001,26615.26,982.97
3583,5810.83,26625.09,983.14
3584,5810.84,26634.91,983.3
3585,5810.85,26644.74,983.46
3586,5810.860000000001,26654.56,983.62
3587,5810.87,26664.39,983.78
3588,5810.88,26674.22,983.95
3589,5810.89,26684.06,984.11
3590,5810.9,26693.89,984.27
3591,5810.91,26703.73,984.43
3592,5810.92,26713.56,984.59
3593,5810.929999999999,26723.4,984.76
3594,5810.94,26733.24,984.92
3595,5810.95,26743.08,985.08
3596,5810.96,26752.93,985.24
3597,5810.969999999999,26762.77,985.4
3598,5810.98,26772.62,985.57
3599,5810.99,26782.46,985.73
3600,5811.0,26792.31,985.89
3601,5811.01,26802.17,986.04
3602,5811.02,26812.04,986.2
3603,5811.03,26821.9,986.36
3604,5811.04,26831.76,986.51
3605,5811.05,26841.63,986.67
3606,5811.06,26851.5,986.82
3607,5811.07,26861.37,986.98
3608,5811.08,26871.24,987.13
3609,5811.09,26881.11,987.29
3610,5811.1,26890.98,987.44
3611,5811.110000000001,26900.86,987.6
3612,5811.120000000001,26910.74,987.75
3613,5811.13,26920.62,987.91
3614,5811.14,26930.5,988.06
3615,5811.150000000001,26940.38,988.22
3616,5811.160000000001,26950.27,988.38
3617,5811.17,26960.15,988.53
3618,5811.18,26970.04,988.69
3619,5811.1900000000005,26979.93,988.84
3620,5811.2,26989.82,989.0
3621,5811.21,26999.71,989.15
3622,5811.22,27009.61,989.31
3623,5811.23,27019.5,989.46
3624,5811.24,27029.4,989.62
3625,5811.25,27039.3,989.77
3626,5811.26,27049.2,989.93
3627,5811.2699999999995,27059.1,990.08
3628,5811.28,27069.0,990.24
3629,5811.29,27078.91,990.4
3630,5811.3,27088.82,990.55
3631,5811.31,27098.73,990.71
3632,5811.320000000001,27108.64,990.86
3633,5811.33,27118.55,991.02
3634,5811.34,27128.46,991.17
3635,5811.35,27138.38,991.33
3636,5811.360000000001,27148.3,991.48
3637,5811.37,27158.21,991.64
3638,5811.38,27168.13,991.79
3639,5811.39,27178.06,991.95
3640,5811.4,27187.98,992.1
3641,5811.41,27197.9,992.26
3642,5811.42,27207.83,992.42
3643,5811.429999999999,27217.76,992.57
3644,5811.44,27227.69,992.73
3645,5811.45,27237.62,992.88
3646,5811.46,27247.56,993.04
3647,5811.469999999999,27257.49,993.19
3648,5811.48,27267.43,993.35
3649,5811.49,27277.37,993.5
3650,5811.5,27287.31,993.66
3651,5811.51,27297.25,993.81
3652,5811.52,27307.19,993.97
3653,5811.53,27317.13,994.12
3654,5811.54,27327.08,994.28
3655,5811.55,27337.03,994.44
3656,5811.56,27346.98,994.59
3657,5811.57,27356.93,994.75
3658,5811.58,27366.88,994.9
3659,5811.59,27376.84,995.06
3660,5811.6,27386.79,995.21
3661,5811.610000000001,27396.75,995.37
3662,5811.620000000001,27406.71,995.52
3663,5811.63,27416.67,995.68
3664,5811.64,27426.64,995.83
3665,5811.650000000001,27436.6,995.99
3666,5811.660000000001,27446.57,996.14
3667,5811.67,27456.53,996.3
3668,5811.68,27466.5,996.46
3669,5811.6900000000005,27476.47,996.61
3670,5811.7,27486.45,996.77
3671,5811.71,27496.42,996.92
3672,5811.72,27506.4,997.08
3673,5811.73,27516.38,997.23
3674,5811.74,27526.35,997.39
3675,5811.75,27536.34,997.54
3676,5811.76,27546.32,997.7
3677,5811.7699999999995,27556.3,997.85
3678,5811.78,27566.29,998.01
3679,5811.79,27576.28,998.16
3680,5811.8,27586.26,998.32
3681,5811.81,27596.25,998.48
3682,5811.820000000001,27606.25,998.63
3683,5811.83,27616.24,998.79
3684,5811.84,27626.24,998.94
3685,5811.85,27636.23,999.1
3686,5811.860000000001,27646.23,999.25
3687,5811.87,27656.23,999.41
3688,5811.88,27666.24,999.56
3689,5811.89,27676.24,999.72
3690,5811.9,27686.24,999.87
3691,5811.91,27696.25,1000.03
3692,5811.92,27706.26,1000.18
3693,5811.929999999999,27716.27,1000.34
3694,5811.94,27726.28,1000.49
3695,5811.95,27736.3,1000.65
3696,5811.96,27746.31,1000.81
3697,5811.969999999999,27756.33,1000.96
3698,5811.98,27766.35,1001.12
3699,5811.99,27776.37,1001.27
3700,5812.0,27786.39,1001.43
3701,5812.01,27796.4,1001.56
3702,5812.02,27806.42,1001.69
3703,5812.03,27816.44,1001.82
3704,5812.04,27826.46,1001.96
3705,5812.05,27836.48,1002.09
3706,5812.06,27846.5,1002.22
3707,5812.07,27856.52,1002.35
3708,5812.08,27866.54,1002.48
3709,5812.09,27876.57,1002.62
3710,5812.1,27886.6,1002.75
3711,5812.110000000001,27896.62,1002.88
3712,5812.120000000001,27906.65,1003.01
3713,5812.13,27916.68,1003.14
3714,5812.14,27926.71,1003.28
3715,5812.150000000001,27936.75,1003.41
3716,5812.160000000001,27946.78,1003.54
3717,5812.17,27956.82,1003.67
3718,5812.18,27966.85,1003.8
3719,5812.1900000000005,27976.89,1003.94
3720,5812.2,27986.93,1004.07
3721,5812.21,27996.97,1004.2
3722,5812.22,28007.01,1004.33
3723,5812.23,28017.06,1004.46
3724,5812.24,28027.1,1004.6
3725,5812.25,28037.15,1004.73
3726,5812.26,28047.19,1004.86
3727,5812.2699999999995,28057.24,1004.99
3728,5812.28,28067.29,1005.12
3729,5812.29,28077.34,1005.26
3730,5812.3,28087.4,1005.39
3731,5812.31,28097.45,1005.52
3732,5812.320000000001,28107.5,1005.65
3733,5812.33,28117.56,1005.78
3734,5812.34,28127.62,1005.92
3735,5812.35,28137.68,1006.05
3736,5812.360000000001,28147.74,1006.18
3737,5812.37,28157.8,1006.31
3738,5812.38,28167.86,1006.44
3739,5812.39,28177.92,1006.58
3740,5812.4,28187.99,1006.71
3741,5812.41,28198.06,1006.84
3742,5812.42,28208.12,1006.97
3743,5812.429999999999,28218.19,1007.1
3744,5812.44,28228.26,1007.24
3745,5812.45,28238.33,1007.37
3746,5812.46,28248.41,1007.5
3747,5812.469999999999,28258.48,1007.63
3748,5812.48,28268.56,1007.76
3749,5812.49,28278.63,1007.9
3750,5812.5,28288.71,1008.03
3751,5812.51,28298.79,1008.16
3752,5812.52,28308.87,1008.29
3753,5812.53,28318.95,1008.42
3754,5812.54,28329.04,1008.56
3755,5812.55,28339.12,1008.69
3756,5812.56,28349.21,1008.82
3757,5812.57,28359.29,1008.95
3758,5812.58,28369.38,1009.08
3759,5812.59,28379.47,1009.22
3760,5812.6,28389.56,1009.35
3761,5812.610000000001,28399.65,1009.48
3762,5812.620000000001,28409.75,1009.61
3763,5812.63,28419.84,1009.75
3764,5812.64,28429.94,1009.88
3765,5812.650000000001,28440.03,1010.01
3766,5812.660000000001,28450.13,1010.14
3767,5812.67,28460.23,1010.27
3768,5812.68,28470.33,1010.41
3769,5812.6900000000005,28480.44,1010.54
3770,5812.7,28490.54,1010.67
3771,5812.71,28500.64,1010.8
3772,5812.72,28510.75,1010.93
3773,5812.73,28520.86,1011.07
3774,5812.74,28530.97,1011.2
3775,5812.75,28541.08,1011.33
3776,5812.76,28551.19,1011.46
3777,5812.7699999999995,28561.3,1011.59
3778,5812.78,28571.42,1011.73
3779,5812.79,28581.53,1011.86
3780,5812.8,28591.65,1011.99
3781,5812.81,28601.77,1012.12
3782,5812.820000000001,28611.88,1012.25
3783,5812.83,28622.01,1012.39
3784,5812.84,28632.13,1012.52
3785,5812.85,28642.25,1012.65
3786,5812.860000000001,28652.37,1012.78
3787,5812.87,28662.5,1012.91
3788,5812.88,28672.63,1013.05
3789,5812.89,28682.75,1013.18
3790,5812.9,28692.88,1013.31
3791,5812.91,28703.01,1013.44
3792,5812.92,28713.15,1013.57
3793,5812.929999999999,28723.28,1013.71
3794,5812.94,28733.41,1013.84
3795,5812.95,28743.55,1013.97
3796,5812.96,28753.69,1014.1
3797,5812.969999999999,28763.83,1014.23
3798,5812.98,28773.97,1014.37
3799,5812.99,28784.11,1014.5
3800,5813.0,28794.25,1014.63
3801,5813.01,28804.4,1014.77
3802,5813.02,28814.54,1014.91
3803,5813.03,28824.69,1015.04
3804,5813.04,28834.85,1015.18
3805,5813.05,28845.0,1015.32
3806,5813.06,28855.15,1015.46
3807,5813.07,28865.31,1015.6
3808,5813.08,28875.46,1015.73
3809,5813.09,28885.62,1015.87
3810,5813.1,28895.78,1016.01
3811,5813.110000000001,28905.94,1016.15
3812,5813.120000000001,28916.1,1016.28
3813,5813.13,28926.27,1016.42
3814,5813.14,28936.43,1016.56
3815,5813.150000000001,28946.6,1016.7
3816,5813.160000000001,28956.76,1016.84
3817,5813.17,28966.93,1016.97
3818,5813.18,28977.1,1017.11
3819,5813.1900000000005,28987.27,1017.25
3820,5813.2,28997.45,1017.39
3821,5813.21,29007.62,1017.53
3822,5813.22,29017.8,1017.66
3823,5813.23,29027.97,1017.8
3824,5813.24,29038.15,1017.94
3825,5813.25,29048.33,1018.08
3826,5813.26,29058.51,1018.21
3827,5813.2699999999995,29068.69,1018.35
3828,5813.28,29078.88,1018.49
3829,5813.29,29089.06,1018.63
3830,5813.3,29099.25,1018.77
3831,5813.31,29109.44,1018.9
3832,5813.320000000001,29119.63,1019.04
3833,5813.33,29129.82,1019.18
3834,5813.34,29140.01,1019.32
3835,5813.35,29150.2,1019.46
3836,5813.360000000001,29160.4,1019.59
3837,5813.37,29170.59,1019.73
3838,5813.38,29180.79,1019.87
3839,5813.39,29190.99,1020.01
3840,5813.4,29201.19,1020.14
3841,5813.41,29211.39,1020.28
3842,5813.42,29221.59,1020.42
3843,5813.429999999999,29231.79,1020.56
3844,5813.44,29242.0,1020.7
3845,5813.45,29252.21,1020.83
3846,5813.46,29262.41,1020.97
3847,5813.469999999999,29272.62,1021.11
3848,5813.48,29282.83,1021.25
3849,5813.49,29293.05,1021.39
3850,5813.5,29303.26,1021.52
3851,5813.51,29313.48,1021.66
3852,5813.52,29323.69,1021.8
3853,5813.53,29333.91,1021.94
3854,5813.54,29344.13,1022.07
3855,5813.55,29354.35,1022.21
3856,5813.56,29364.57,1022.35
3857,5813.57,29374.79,1022.49
3858,5813.58,29385.02,1022.63
3859,5813.59,29395.24,1022.76
3860,5813.6,29405.47,1022.9
3861,5813.610000000001,29415.7,1023.04
3862,5813.620000000001,29425.93,1023.18
3863,5813.63,29436.16,1023.32
3864,5813.64,29446.39,1023.45
3865,5813.650000000001,29456.63,1023.59
3866,5813.660000000001,29466.86,1023.73
3867,5813.67,29477.1,1023.87
3868,5813.68,29487.33,1024.0
3869,5813.6900000000005,29497.57,1024.14
3870,5813.7,29507.81,1024.28
3871,5813.71,29518.06,1024.42
3872,5813.72,29528.3,1024.56
3873,5813.73,29538.54,1024.69
3874,5813.74,29548.79,1024.83
3875,5813.75,29559.04,1024.97
3876,5813.76,29569.29,1025.11
3877,5813.7699999999995,29579.54,1025.25
3878,5813.78,29589.79,1025.38
3879,5813.79,29600.04,1025.52
3880,5813.8,29610.3,1025.66
3881,5813.81,29620.55,1025.8
3882,5813.820000000001,29630.81,1025.93
3883,5813.83,29641.07,1026.07
3884,5813.84,29651.33,1026.21
3885,5813.85,29661.59,1026.35
3886,5813.860000000001,29671.85,1026.49
3887,5813.87,29682.11,1026.62
3888,5813.88,29692.38,1026.76
3889,5813.89,29702.64,1026.9
3890,5813.9,29712.91,1027.04
3891,5813.91,29723.18,1027.18
3892,5813.92,29733.45,1027.31
3893,5813.929999999999,29743.72,1027.45
3894,5813.94,29754.0,1027.59
3895,5813.95,29764.27,1027.73
3896,5813.96,29774.55,1027.86
3897,5813.969999999999,29784.82,1028.0
3898,5813.98,29795.1,1028.14
3899,5813.99,29805.38,1028.28
3900,5814.0,29815.66,1028.42
3901,5814.01,29825.95,1028.56
3902,5814.02,29836.24,1028.71
3903,5814.03,29846.52,1028.85
3904,5814.04,29856.81,1029.0
3905,5814.05,29867.1,1029.15
3906,5814.06,29877.39,1029.29
3907,5814.07,29887.69,1029.44
3908,5814.08,29897.98,1029.58
3909,5814.09,29908.28,1029.73
3910,5814.1,29918.58,1029.88
3911,5814.110000000001,29928.88,1030.02
3912,5814.120000000001,29939.18,1030.17
3913,5814.13,29949.48,1030.31
3914,5814.14,29959.78,1030.46
3915,5814.150000000001,29970.09,1030.61
3916,5814.160000000001,29980.39,1030.75
3917,5814.17,29990.7,1030.9
3918,5814.18,30001.01,1031.04
3919,5814.1900000000005,30011.32,1031.19
3920,5814.2,30021.63,1031.34
3921,5814.21,30031.94,1031.48
3922,5814.22,30042.26,1031.63
3923,5814.23,30052.57,1031.77
3924,5814.24,30062.89,1031.92
3925,5814.25,30073.21,1032.07
3926,5814.26,30083.53,1032.21
3927,5814.2699999999995,30093.85,1032.36
3928,5814.28,30104.18,1032.5
3929,5814.29,30114.5,1032.65
3930,5814.3,30124.83,1032.8
3931,5814.31,30135.15,1032.94
3932,5814.320000000001,30145.48,1033.09
3933,5814.33,30155.81,1033.23
3934,5814.34,30166.14,1033.38
3935,5814.35,30176.48,1033.53
3936,5814.360000000001,30186.81,1033.67
3937,5814.37,30197.15,1033.82
3938,5814.38,30207.48,1033.96
3939,5814.39,30217.82,1034.11
3940,5814.4,30228.16,1034.26
3941,5814.41,30238.5,1034.4
3942,5814.42,30248.85,1034.55
3943,5814.429999999999,30259.19,1034.69
3944,5814.44,30269.54,1034.84
3945,5814.45,30279.88,1034.99
3946,5814.46,30290.23,1035.13
3947,5814.469999999999,30300.58,1035.28
3948,5814.48,30310.93,1035.42
3949,5814.49,30321.29,1035.57
3950,5814.5,30331.64,1035.72
3951,5814.51,30342.0,1035.86
3952,5814.52,30352.35,1036.01
3953,5814.53,30362.71,1036.15
3954,5814.54,30373.07,1036.3
3955,5814.55,30383.43,1036.45
3956,5814.56,30393.8,1036.59
3957,5814.57,30404.16,1036.74
3958,5814.58,30414.53,1036.88
3959,5814.59,30424.89,1037.03
3960,5814.6,30435.26,1037.18
3961,5814.610000000001,30445.63,1037.32
3962,5814.620000000001,30456.0,1037.47
3963,5814.63,30466.37,1037.61
3964,5814.64,30476.75,1037.76
3965,5814.650000000001,30487.12,1037.91
3966,5814.660000000001,30497.5,1038.05
3967,5814.67,30507.88,1038.2
3968,5814.68,30518.26,1038.34
3969,5814.6900000000005,30528.64,1038.49
3970,5814.7,30539.02,1038.64
3971,5814.71,30549.41,1038.78
3972,5814.72,30559.79,1038.93
3973,5814.73,30570.18,1039.07
3974,5814.74,30580.57,1039.22
3975,5814.75,30590.96,1039.37
3976,5814.76,30601.35,1039.51
3977,5814.7699999999995,30611.74,1039.66
3978,5814.78,30622.13,1039.8
3979,5814.79,30632.53,1039.95
3980,5814.8,30642.93,1040.1
3981,5814.81,30653.32,1040.24
3982,5814.820000000001,30663.72,1040.39
3983,5814.83,30674.12,1040.53
3984,5814.84,30684.53,1040.68
3985,5814.85,30694.93,1040.83
3986,5814.860000000001,30705.34,1040.97
3987,5814.87,30715.74,1041.12
3988,5814.88,30726.15,1041.26
3989,5814.89,30736.56,1041.41
3990,5814.9,30746.97,1041.56
3991,5814.91,30757.38,1041.7
3992,5814.92,30767.8,1041.85
3993,5814.929999999999,30778.21,1041.99
3994,5814.94,30788.63,1042.14
3995,5814.95,30799.05,1042.29
3996,5814.96,30809.47,1042.43
3997,5814.969999999999,30819.89,1042.58
3998,5814.98,30830.31,1042.72
3999,5814.99,30840.73,1042.87
4000,5815.0,30851.16,1043.02
4001,5815.01,30861.59,1043.16
4002,5815.02,30872.02,1043.31
4003,5815.03,30882.45,1043.46
4004,5815.04,30892.89,1043.61
4005,5815.05,30903.33,1043.75
4006,5815.06,30913.76,1043.9
4007,5815.07,30924.2,1044.05
4008,5815.08,30934.65,1044.2
4009,5815.09,30945.09,1044.34
4010,5815.1,30955.53,1044.49
4011,5815.110000000001,30965.98,1044.64
4012,5815.120000000001,30976.43,1044.78
4013,5815.13,30986.88,1044.93
4014,5815.14,30997.33,1045.08
4015,5815.150000000001,31007.78,1045.23
4016,5815.160000000001,31018.23,1045.37
4017,5815.17,31028.69,1045.52
4018,5815.18,31039.14,1045.67
4019,5815.1900000000005,31049.6,1045.82
4020,5815.2,31060.06,1045.96
4021,5815.21,31070.52,1046.11
4022,5815.22,31080.98,1046.26
4023,5815.23,31091.45,1046.41
4024,5815.24,31101.91,1046.55
4025,5815.25,31112.38,1046.7
4026,5815.26,31122.85,1046.85
4027,5815.2699999999995,31133.32,1047.0
4028,5815.28,31143.79,1047.14
4029,5815.29,31154.26,1047.29
4030,5815.3,31164.74,1047.44
4031,5815.31,31175.21,1047.59
4032,5815.320000000001,31185.69,1047.73
4033,5815.33,31196.17,1047.88
4034,5815.34,31206.65,1048.03
4035,5815.35,31217.13,1048.18
4036,5815.360000000001,31227.62,1048.32
4037,5815.37,31238.1,1048.47
4038,5815.38,31248.59,1048.62
4039,5815.39,31259.08,1048.77
4040,5815.4,31269.57,1048.91
4041,5815.41,31280.06,1049.06
4042,5815.42,31290.55,1049.21
4043,5815.429999999999,31301.04,1049.36
4044,5815.44,31311.54,1049.5
4045,5815.45,31322.04,1049.65
4046,5815.46,31332.53,1049.8
4047,5815.469999999999,31343.03,1049.94
4048,5815.48,31353.54,1050.09
4049,5815.49,31364.04,1050.24
4050,5815.5,31374.54,1050.39
4051,5815.51,31385.05,1050.53
4052,5815.52,31395.56,1050.68
4053,5815.53,31406.07,1050.83
4054,5815.54,31416.58,1050.98
4055,5815.55,31427.09,1051.12
4056,5815.56,31437.6,1051.27
4057,5815.57,31448.12,1051.42
4058,5815.58,31458.63,1051.57
4059,5815.59,31469.15,1051.71
4060,5815.6,31479.67,1051.86
4061,5815.610000000001,31490.19,1052.01
4062,5815.620000000001,31500.71,1052.16
4063,5815.63,31511.24,1052.3
4064,5815.64,31521.76,1052.45
4065,5815.650000000001,31532.29,1052.6
4066,5815.660000000001,31542.82,1052.75
4067,5815.67,31553.35,1052.89
4068,5815.68,31563.88,1053.04
4069,5815.6900000000005,31574.41,1053.19
4070,5815.7,31584.95,1053.34
4071,5815.71,31595.49,1053.48
4072,5815.72,31606.02,1053.63
4073,5815.73,31616.56,1053.78
4074,5815.74,31627.1,1053.93
4075,5815.75,31637.64,1054.07
4076,5815.76,31648.19,1054.22
4077,5815.7699999999995,31658.73,1054.37
4078,5815.78,31669.28,1054.52
4079,5815.79,31679.83,1054.66
4080,5815.8,31690.38,1054.81
4081,5815.81,31700.93,1054.96
4082,5815.820000000001,31711.48,1055.1
4083,5815.83,31722.04,1055.25
4084,5815.84,31732.59,1055.4
4085,5815.85,31743.15,1055.55
4086,5815.860000000001,31753.71,1055.69
4087,5815.87,31764.27,1055.84
4088,5815.88,31774.83,1055.99
4089,5815.89,31785.39,1056.14
4090,5815.9,31795.96,1056.28
4091,5815.91,31806.52,1056.43
