,Elevation (ft),Capacity (ac-ft),Area (ac)
15763,5932.63,306181.03,4139.98
15764,5932.64,306222.43,4140.4
15765,5932.650000000001,306263.84,4140.83
15766,5932.660000000001,306305.25,4141.26
15767,5932.67,306346.67,4141.68
15768,5932.68,306388.1,4142.11
15769,5932.6900000000005,306429.52,4142.54
15770,5932.7,306470.95,4142.96
15771,5932.71,306512.39,4143.39
15772,5932.72,306553.83,4143.82
15773,5932.73,306595.27,4144.25
15774,5932.74,306636.72,4144.67
15775,5932.75,306678.17,4145.1
15776,5932.76,306719.63,4145.53
15777,5932.7699999999995,306761.09,4145.95
15778,5932.78,306802.56,4146.38
15779,5932.79,306844.03,4146.81
15780,5932.8,306885.5,4147.23
15781,5932.81,306926.98,4147.66
15782,5932.820000000001,306968.46,4148.09
15783,5932.83,307009.95,4148.52
15784,5932.84,307051.44,4148.94
15785,5932.85,307092.94,4149.37
15786,5932.860000000001,307134.44,4149.8
15787,5932.87,307175.94,4150.22
15788,5932.88,307217.45,4150.65
15789,5932.89,307258.96,4151.08
15790,5932.9,307300.48,4151.5
15791,5932.91,307342.0,4151.93
15792,5932.92,307383.53,4152.36
15793,5932.929999999999,307425.06,4152.79
15794,5932.94,307466.59,4153.21
15795,5932.95,307508.13,4153.64
15796,5932.96,307549.68,4154.07
15797,5932.969999999999,307591.22,4154.49
15798,5932.98,307632.78,4154.92
15799,5932.99,307674.33,4155.35
15800,5933.0,307715.89,4155.77
15801,5933.01,307757.45,4156.18
15802,5933.02,307799.02,4156.59
15803,5933.03,307840.58,4157.0
15804,5933.04,307882.16,4157.4
15805,5933.05,307923.73,4157.81
15806,5933.06,307965.31,4158.22
15807,5933.07,308006.9,4158.63
15808,5933.08,308048.48,4159.04
15809,5933.09,308090.08,4159.44
15810,5933.1,308131.67,4159.85
15811,5933.110000000001,308173.27,4160.26
15812,5933.120000000001,308214.88,4160.67
15813,5933.13,308256.49,4161.07
15814,5933.14,308298.1,4161.48
15815,5933.150000000001,308339.72,4161.89
15816,5933.160000000001,308381.34,4162.3
15817,5933.17,308422.96,4162.7
15818,5933.18,308464.59,4163.11
15819,5933.1900000000005,308506.22,4163.52
15820,5933.2,308547.86,4163.93
15821,5933.21,308589.5,4164.33
15822,5933.22,308631.15,4164.74
15823,5933.23,308672.79,4165.15
15824,5933.24,308714.45,4165.56
15825,5933.25,308756.1,4165.97
15826,5933.26,308797.77,4166.37
15827,5933.2699999999995,308839.43,4166.78
15828,5933.28,308881.1,4167.19
15829,5933.29,308922.77,4167.6
15830,5933.3,308964.45,4168.0
15831,5933.31,309006.13,4168.41
15832,5933.320000000001,309047.82,4168.82
15833,5933.33,309089.51,4169.23
15834,5933.34,309131.2,4169.63
15835,5933.35,309172.9,4170.04
15836,5933.360000000001,309214.6,4170.45
15837,5933.37,309256.31,4170.86
15838,5933.38,309298.02,4171.26
15839,5933.39,309339.73,4171.67
15840,5933.4,309381.45,4172.08
15841,5933.41,309423.17,4172.49
15842,5933.42,309464.9,4172.9
15843,5933.429999999999,309506.63,4173.3
15844,5933.44,309548.36,4173.71
15845,5933.45,309590.1,4174.12
15846,5933.46,309631.84,4174.53
15847,5933.469999999999,309673.59,4174.93
15848,5933.48,309715.34,4175.34
15849,5933.49,309757.09,4175.75
15850,5933.5,309798.85,4176.16
15851,5933.51,309840.61,4176.56
15852,5933.52,309882.38,4176.97
15853,5933.53,309924.15,4177.38
15854,5933.54,309965.93,4177.79
15855,5933.55,310007.71,4178.19
15856,5933.56,310049.49,4178.6
15857,5933.57,310091.28,4179.01
15858,5933.58,310133.07,4179.42
15859,5933.59,310174.86,4179.83
15860,5933.6,310216.66,4180.23
15861,5933.610000000001,310258.46,4180.64
15862,5933.620000000001,310300.27,4181.05
15863,5933.63,310342.08,4181.46
15864,5933.64,310383.9,4181.86
15865,5933.650000000001,310425.72,4182.27
15866,5933.660000000001,310467.54,4182.68
15867,5933.67,310509.37,4183.09
15868,5933.68,310551.2,4183.49
15869,5933.6900000000005,310593.04,4183.9
15870,5933.7,310634.88,4184.31
15871,5933.71,310676.72,4184.72
15872,5933.72,310718.57,4185.12
15873,5933.73,310760.42,4185.53
15874,5933.74,310802.27,4185.94
15875,5933.75,310844.13,4186.35
15876,5933.76,310886.0,4186.76
15877,5933.7699999999995,310927.87,4187.16
15878,5933.78,310969.74,4187.57
15879,5933.79,311011.61,4187.98
15880,5933.8,311053.5,4188.39
15881,5933.81,311095.38,4188.79
15882,5933.820000000001,311137.27,4189.2
15883,5933.83,311179.16,4189.61
15884,5933.84,311221.06,4190.02
15885,5933.85,311262.96,4190.42
15886,5933.860000000001,311304.86,4190.83
15887,5933.87,311346.77,4191.24
15888,5933.88,311388.68,4191.65
15889,5933.89,311430.6,4192.05
15890,5933.9,311472.52,4192.46
15891,5933.91,311514.45,4192.87
15892,5933.92,311556.38,4193.28
15893,5933.929999999999,311598.31,4193.69
15894,5933.94,311640.25,4194.09
15895,5933.95,311682.19,4194.5
15896,5933.96,311724.13,4194.91
15897,5933.969999999999,311766.08,4195.32
15898,5933.98,311808.03,4195.72
15899,5933.99,311849.99,4196.13
15900,5934.0,311891.95,4196.54
15901,5934.01,311933.92,4196.97
15902,5934.02,311975.89,4197.4
15903,5934.03,312017.87,4197.84
15904,5934.04,312059.85,4198.27
15905,5934.05,312101.83,4198.7
15906,5934.06,312143.82,4199.13
15907,5934.07,312185.81,4199.57
15908,5934.08,312227.81,4200.0
15909,5934.09,312269.81,4200.43
15910,5934.1,312311.82,4200.86
15911,5934.110000000001,312353.83,4201.29
15912,5934.120000000001,312395.84,4201.73
15913,5934.13,312437.86,4202.16
15914,5934.14,312479.89,4202.59
15915,5934.150000000001,312521.91,4203.02
15916,5934.160000000001,312563.94,4203.46
15917,5934.17,312605.98,4203.89
15918,5934.18,312648.02,4204.32
15919,5934.1900000000005,312690.06,4204.75
15920,5934.2,312732.11,4205.18
15921,5934.21,312774.16,4205.62
15922,5934.22,312816.22,4206.05
15923,5934.23,312858.28,4206.48
15924,5934.24,312900.35,4206.91
15925,5934.25,312942.42,4207.35
15926,5934.26,312984.49,4207.78
15927,5934.2699999999995,313026.57,4208.21
15928,5934.28,313068.65,4208.64
15929,5934.29,313110.74,4209.08
15930,5934.3,313152.83,4209.51
15931,5934.31,313194.92,4209.94
15932,5934.320000000001,313237.02,4210.37
15933,5934.33,313279.13,4210.8
15934,5934.34,313321.23,4211.24
15935,5934.35,313363.35,4211.67
15936,5934.360000000001,313405.46,4212.1
15937,5934.37,313447.58,4212.53
15938,5934.38,313489.71,4212.97
15939,5934.39,313531.84,4213.4
15940,5934.4,313573.97,4213.83
15941,5934.41,313616.11,4214.26
15942,5934.42,313658.25,4214.7
15943,5934.429999999999,313700.4,4215.13
15944,5934.44,313742.55,4215.56
15945,5934.45,313784.7,4215.99
15946,5934.46,313826.86,4216.42
15947,5934.469999999999,313869.02,4216.86
15948,5934.48,313911.19,4217.29
15949,5934.49,313953.36,4217.72
15950,5934.5,313995.54,4218.15
15951,5934.51,314037.72,4218.59
15952,5934.52,314079.9,4219.02
15953,5934.53,314122.09,4219.45
15954,5934.54,314164.29,4219.88
15955,5934.55,314206.48,4220.31
15956,5934.56,314248.68,4220.75
15957,5934.57,314290.89,4221.18
15958,5934.58,314333.1,4221.61
15959,5934.59,314375.31,4222.04
15960,5934.6,314417.53,4222.48
15961,5934.610000000001,314459.76,4222.91
15962,5934.620000000001,314501.98,4223.34
15963,5934.63,314544.21,4223.77
15964,5934.64,314586.45,4224.21
15965,5934.650000000001,314628.69,4224.64
15966,5934.660000000001,314670.93,4225.07
15967,5934.67,314713.18,4225.5
15968,5934.68,314755.43,4225.93
15969,5934.6900000000005,314797.69,4226.37
15970,5934.7,314839.95,4226.8
15971,5934.71,314882.22,4227.23
15972,5934.72,314924.49,4227.66
15973,5934.73,314966.76,4228.1
15974,5934.74,315009.04,4228.53
15975,5934.75,315051.32,4228.96
15976,5934.76,315093.61,4229.39
15977,5934.7699999999995,315135.9,4229.82
15978,5934.78,315178.19,4230.26
15979,5934.79,315220.49,4230.69
15980,5934.8,315262.8,4231.12
15981,5934.81,315305.1,4231.55
15982,5934.820000000001,315347.42,4231.99
15983,5934.83,315389.73,4232.42
15984,5934.84,315432.05,4232.85
15985,5934.85,315474.38,4233.28
15986,5934.860000000001,315516.71,4233.72
15987,5934.87,315559.04,4234.15
15988,5934.88,315601.38,4234.58
15989,5934.89,315643.72,4235.01
15990,5934.9,315686.07,4235.44
15991,5934.91,315728.42,4235.88
15992,5934.92,315770.77,4236.31
15993,5934.929999999999,315813.13,4236.74
15994,5934.94,315855.49,4237.17
15995,5934.95,315897.86,4237.61
15996,5934.96,315940.23,4238.04
15997,5934.969999999999,315982.61,4238.47
15998,5934.98,316024.99,4238.9
15999,5934.99,316067.37,4239.34
16000,5935.0,316109.76,4239.77
16001,5935.01,316152.16,4240.17
16002,5935.02,316194.56,4240.57
16003,5935.03,316236.97,4240.97
16004,5935.04,316279.38,4241.37
16005,5935.05,316321.8,4241.78
16006,5935.06,316364.22,4242.18
16007,5935.07,316406.64,4242.58
16008,5935.08,316449.07,4242.98
16009,5935.09,316491.5,4243.38
16010,5935.1,316533.94,4243.78
16011,5935.110000000001,316576.38,4244.18
16012,5935.120000000001,316618.82,4244.59
16013,5935.13,316661.27,4244.99
16014,5935.14,316703.72,4245.39
16015,5935.150000000001,316746.18,4245.79
16016,5935.160000000001,316788.64,4246.19
16017,5935.17,316831.1,4246.59
16018,5935.18,316873.57,4247.0
16019,5935.1900000000005,316916.05,4247.4
16020,5935.2,316958.52,4247.8
16021,5935.21,317001.0,4248.2
16022,5935.22,317043.49,4248.6
16023,5935.23,317085.98,4249.0
16024,5935.24,317128.47,4249.41
16025,5935.25,317170.96,4249.81
16026,5935.26,317213.47,4250.21
16027,5935.2699999999995,317255.97,4250.61
16028,5935.28,317298.48,4251.01
16029,5935.29,317340.99,4251.41
16030,5935.3,317383.51,4251.81
16031,5935.31,317426.03,4252.22
16032,5935.320000000001,317468.55,4252.62
16033,5935.33,317511.08,4253.02
16034,5935.34,317553.62,4253.42
16035,5935.35,317596.15,4253.82
16036,5935.360000000001,317638.7,4254.22
16037,5935.37,317681.24,4254.63
16038,5935.38,317723.79,4255.03
16039,5935.39,317766.34,4255.43
16040,5935.4,317808.9,4255.83
16041,5935.41,317851.46,4256.23
16042,5935.42,317894.03,4256.63
16043,5935.429999999999,317936.6,4257.04
16044,5935.44,317979.17,4257.44
16045,5935.45,318021.75,4257.84
16046,5935.46,318064.33,4258.24
16047,5935.469999999999,318106.91,4258.64
16048,5935.48,318149.5,4259.04
16049,5935.49,318192.1,4259.44
16050,5935.5,318234.7,4259.85
16051,5935.51,318277.3,4260.25
16052,5935.52,318319.9,4260.65
16053,5935.53,318362.51,4261.05
16054,5935.54,318405.13,4261.45
16055,5935.55,318447.74,4261.85
16056,5935.56,318490.37,4262.26
16057,5935.57,318532.99,4262.66
16058,5935.58,318575.62,4263.06
16059,5935.59,318618.26,4263.46
16060,5935.6,318660.89,4263.86
16061,5935.610000000001,318703.54,4264.26
16062,5935.620000000001,318746.18,4264.67
16063,5935.63,318788.83,4265.07
16064,5935.64,318831.49,4265.47
16065,5935.650000000001,318874.15,4265.87
16066,5935.660000000001,318916.81,4266.27
16067,5935.67,318959.47,4266.67
16068,5935.68,319002.15,4267.07
16069,5935.6900000000005,319044.82,4267.48
16070,5935.7,319087.5,4267.88
16071,5935.71,319130.18,4268.28
16072,5935.72,319172.87,4268.68
16073,5935.73,319215.56,4269.08
16074,5935.74,319258.25,4269.48
16075,5935.75,319300.95,4269.89
16076,5935.76,319343.65,4270.29
16077,5935.7699999999995,319386.36,4270.69
16078,5935.78,319429.07,4271.09
16079,5935.79,319471.79,4271.49
16080,5935.8,319514.51,4271.89
16081,5935.81,319557.23,4272.3
16082,5935.820000000001,319599.96,4272.7
16083,5935.83,319642.69,4273.1
16084,5935.84,319685.42,4273.5
16085,5935.85,319728.16,4273.9
16086,5935.860000000001,319770.9,4274.3
16087,5935.87,319813.65,4274.7
16088,5935.88,319856.4,4275.11
16089,5935.89,319899.16,4275.51
16090,5935.9,319941.92,4275.91
16091,5935.91,319984.68,4276.31
16092,5935.92,320027.45,4276.71
16093,5935.929999999999,320070.22,4277.11
16094,5935.94,320113.0,4277.52
16095,5935.95,320155.78,4277.92
16096,5935.96,320198.56,4278.32
16097,5935.969999999999,320241.35,4278.72
16098,5935.98,320284.14,4279.12
16099,5935.99,320326.93,4279.52
16100,5936.0,320369.73,4279.93
16101,5936.01,320412.53,4280.32
16102,5936.02,320455.34,4280.72
16103,5936.03,320498.15,4281.12
16104,5936.04,320540.96,4281.52
16105,5936.05,320583.78,4281.92
16106,5936.06,320626.6,4282.32
16107,5936.07,320669.43,4282.72
16108,5936.08,320712.26,4283.12
16109,5936.09,320755.09,4283.52
16110,5936.1,320797.93,4283.92
16111,5936.110000000001,320840.77,4284.32
16112,5936.120000000001,320883.61,4284.72
16113,5936.13,320926.46,4285.12
16114,5936.14,320969.31,4285.52
16115,5936.150000000001,321012.17,4285.92
16116,5936.160000000001,321055.03,4286.32
16117,5936.17,321097.9,4286.72
16118,5936.18,321140.77,4287.11
16119,5936.1900000000005,321183.64,4287.51
16120,5936.2,321226.52,4287.91
16121,5936.21,321269.4,4288.31
16122,5936.22,321312.28,4288.71
16123,5936.23,321355.17,4289.11
16124,5936.24,321398.06,4289.51
16125,5936.25,321440.96,4289.91
16126,5936.26,321483.86,4290.31
16127,5936.2699999999995,321526.77,4290.71
16128,5936.28,321569.68,4291.11
16129,5936.29,321612.59,4291.51
16130,5936.3,321655.51,4291.91
16131,5936.31,321698.43,4292.31
16132,5936.320000000001,321741.35,4292.71
16133,5936.33,321784.28,4293.11
16134,5936.34,321827.21,4293.51
16135,5936.35,321870.15,4293.9
16136,5936.360000000001,321913.09,4294.3
16137,5936.37,321956.04,4294.7
16138,5936.38,321998.99,4295.1
16139,5936.39,322041.94,4295.5
16140,5936.4,322084.9,4295.9
16141,5936.41,322127.86,4296.3
16142,5936.42,322170.82,4296.7
16143,5936.429999999999,322213.79,4297.1
16144,5936.44,322256.76,4297.5
16145,5936.45,322299.74,4297.9
16146,5936.46,322342.72,4298.3
16147,5936.469999999999,322385.71,4298.7
16148,5936.48,322428.7,4299.1
16149,5936.49,322471.69,4299.5
16150,5936.5,322514.68,4299.9
16151,5936.51,322557.69,4300.3
16152,5936.52,322600.69,4300.69
16153,5936.53,322643.7,4301.09
16154,5936.54,322686.71,4301.49
16155,5936.55,322729.73,4301.89
16156,5936.56,322772.75,4302.29
16157,5936.57,322815.77,4302.69
16158,5936.58,322858.8,4303.09
16159,5936.59,322901.84,4303.49
16160,5936.6,322944.87,4303.89
16161,5936.610000000001,322987.91,4304.29
16162,5936.620000000001,323030.96,4304.69
16163,5936.63,323074.01,4305.09
16164,5936.64,323117.06,4305.49
16165,5936.650000000001,323160.12,4305.89
16166,5936.660000000001,323203.18,4306.29
16167,5936.67,323246.24,4306.69
16168,5936.68,323289.31,4307.09
16169,5936.6900000000005,323332.38,4307.48
16170,5936.7,323375.46,4307.88
16171,5936.71,323418.54,4308.28
16172,5936.72,323461.62,4308.68
16173,5936.73,323504.71,4309.08
16174,5936.74,323547.81,4309.48
16175,5936.75,323590.9,4309.88
16176,5936.76,323634.0,4310.28
16177,5936.7699999999995,323677.11,4310.68
16178,5936.78,323720.22,4311.08
16179,5936.79,323763.33,4311.48
16180,5936.8,323806.44,4311.88
16181,5936.81,323849.57,4312.28
16182,5936.820000000001,323892.69,4312.68
16183,5936.83,323935.82,4313.08
16184,5936.84,323978.95,4313.48
16185,5936.85,324022.09,4313.88
16186,5936.860000000001,324065.23,4314.27
16187,5936.87,324108.37,4314.67
16188,5936.88,324151.52,4315.07
16189,5936.89,324194.67,4315.47
16190,5936.9,324237.83,4315.87
16191,5936.91,324280.99,4316.27
16192,5936.92,324324.15,4316.67
16193,5936.929999999999,324367.32,4317.07
16194,5936.94,324410.5,4317.47
16195,5936.95,324453.67,4317.87
16196,5936.96,324496.85,4318.27
16197,5936.969999999999,324540.04,4318.67
16198,5936.98,324583.22,4319.07
16199,5936.99,324626.42,4319.47
16200,5937.0,324669.61,4319.87
16201,5937.01,324712.81,4320.27
16202,5937.02,324756.02,4320.67
16203,5937.03,324799.23,4321.07
16204,5937.04,324842.44,4321.47
16205,5937.05,324885.66,4321.87
16206,5937.06,324928.88,4322.27
16207,5937.07,324972.1,4322.67
16208,5937.08,325015.33,4323.07
16209,5937.09,325058.56,4323.47
16210,5937.1,325101.8,4323.87
16211,5937.110000000001,325145.04,4324.27
16212,5937.120000000001,325188.28,4324.68
16213,5937.13,325231.53,4325.08
16214,5937.14,325274.78,4325.48
16215,5937.150000000001,325318.04,4325.88
16216,5937.160000000001,325361.3,4326.28
16217,5937.17,325404.56,4326.68
16218,5937.18,325447.83,4327.08
16219,5937.1900000000005,325491.1,4327.48
16220,5937.2,325534.37,4327.88
16221,5937.21,325577.65,4328.28
16222,5937.22,325620.94,4328.68
16223,5937.23,325664.22,4329.08
16224,5937.24,325707.52,4329.48
16225,5937.25,325750.81,4329.88
16226,5937.26,325794.11,4330.29
16227,5937.2699999999995,325837.41,4330.69
16228,5937.28,325880.72,4331.09
16229,5937.29,325924.03,4331.49
16230,5937.3,325967.35,4331.89
16231,5937.31,326010.66,4332.29
16232,5937.320000000001,326053.99,4332.69
16233,5937.33,326097.31,4333.09
16234,5937.34,326140.64,4333.49
16235,5937.35,326183.98,4333.89
16236,5937.360000000001,326227.32,4334.29
16237,5937.37,326270.66,4334.69
16238,5937.38,326314.01,4335.09
16239,5937.39,326357.36,4335.49
16240,5937.4,326400.71,4335.9
16241,5937.41,326444.07,4336.3
16242,5937.42,326487.43,4336.7
16243,5937.429999999999,326530.8,4337.1
16244,5937.44,326574.17,4337.5
16245,5937.45,326617.54,4337.9
16246,5937.46,326660.92,4338.3
16247,5937.469999999999,326704.3,4338.7
16248,5937.48,326747.69,4339.1
16249,5937.49,326791.08,4339.5
16250,5937.5,326834.47,4339.9
16251,5937.51,326877.87,4340.3
16252,5937.52,326921.27,4340.7
16253,5937.53,326964.67,4341.1
16254,5937.54,327008.08,4341.51
16255,5937.55,327051.5,4341.91
16256,5937.56,327094.91,4342.31
16257,5937.57,327138.33,4342.71
16258,5937.58,327181.76,4343.11
16259,5937.59,327225.19,4343.51
16260,5937.6,327268.62,4343.91
16261,5937.610000000001,327312.06,4344.31
16262,5937.620000000001,327355.5,4344.71
16263,5937.63,327398.94,4345.11
16264,5937.64,327442.39,4345.51
16265,5937.650000000001,327485.85,4345.91
16266,5937.660000000001,327529.3,4346.31
16267,5937.67,327572.76,4346.71
16268,5937.68,327616.23,4347.12
16269,5937.6900000000005,327659.7,4347.52
16270,5937.7,327703.17,4347.92
16271,5937.71,327746.64,4348.32
16272,5937.72,327790.12,4348.72
16273,5937.73,327833.61,4349.12
16274,5937.74,327877.1,4349.52
16275,5937.75,327920.59,4349.92
16276,5937.76,327964.08,4350.32
16277,5937.7699999999995,328007.58,4350.72
16278,5937.78,328051.09,4351.12
16279,5937.79,328094.6,4351.52
16280,5937.8,328138.11,4351.92
16281,5937.81,328181.62,4352.32
16282,5937.820000000001,328225.14,4352.73
16283,5937.83,328268.67,4353.13
16284,5937.84,328312.19,4353.53
16285,5937.85,328355.73,4353.93
16286,5937.860000000001,328399.26,4354.33
16287,5937.87,328442.8,4354.73
16288,5937.88,328486.34,4355.13
16289,5937.89,328529.89,4355.53
16290,5937.9,328573.44,4355.93
16291,5937.91,328617.0,4356.33
16292,5937.92,328660.56,4356.73
16293,5937.929999999999,328704.12,4357.13
16294,5937.94,328747.69,4357.53
16295,5937.95,328791.26,4357.93
16296,5937.96,328834.83,4358.34
16297,5937.969999999999,328878.41,4358.74
16298,5937.98,328921.99,4359.14
16299,5937.99,328965.58,4359.54
16300,5938.0,329009.17,4359.94
16301,5938.01,329052.77,4360.37
16302,5938.02,329096.38,4360.81
16303,5938.03,329139.99,4361.24
16304,5938.04,329183.6,4361.67
16305,5938.05,329227.22,4362.11
16306,5938.06,329270.84,4362.54
16307,5938.07,329314.47,4362.98
16308,5938.08,329358.1,4363.41
16309,5938.09,329401.74,4363.84
16310,5938.1,329445.38,4364.28
16311,5938.110000000001,329489.02,4364.71
16312,5938.120000000001,329532.67,4365.15
16313,5938.13,329576.32,4365.58
16314,5938.14,329619.98,4366.01
16315,5938.150000000001,329663.64,4366.45
16316,5938.160000000001,329707.31,4366.88
16317,5938.17,329750.98,4367.32
16318,5938.18,329794.65,4367.75
16319,5938.1900000000005,329838.33,4368.19
16320,5938.2,329882.02,4368.62
16321,5938.21,329925.7,4369.05
16322,5938.22,329969.4,4369.49
16323,5938.23,330013.09,4369.92
16324,5938.24,330056.79,4370.36
16325,5938.25,330100.5,4370.79
16326,5938.26,330144.21,4371.22
16327,5938.2699999999995,330187.92,4371.66
16328,5938.28,330231.64,4372.09
16329,5938.29,330275.36,4372.53
16330,5938.3,330319.08,4372.96
16331,5938.31,330362.81,4373.39
16332,5938.320000000001,330406.55,4373.83
16333,5938.33,330450.29,4374.26
16334,5938.34,330494.03,4374.7
16335,5938.35,330537.78,4375.13
16336,5938.360000000001,330581.53,4375.56
16337,5938.37,330625.29,4376.0
16338,5938.38,330669.05,4376.43
16339,5938.39,330712.81,4376.87
16340,5938.4,330756.58,4377.3
16341,5938.41,330800.36,4377.73
16342,5938.42,330844.13,4378.17
16343,5938.429999999999,330887.92,4378.6
16344,5938.44,330931.7,4379.04
16345,5938.45,330975.49,4379.47
16346,5938.46,331019.29,4379.9
16347,5938.469999999999,331063.09,4380.34
16348,5938.48,331106.89,4380.77
16349,5938.49,331150.7,4381.21
16350,5938.5,331194.51,4381.64
16351,5938.51,331238.33,4382.08
16352,5938.52,331282.15,4382.51
16353,5938.53,331325.97,4382.94
16354,5938.54,331369.8,4383.38
16355,5938.55,331413.63,4383.81
16356,5938.56,331457.47,4384.25
16357,5938.57,331501.31,4384.68
16358,5938.58,331545.16,4385.11
16359,5938.59,331589.01,4385.55
16360,5938.6,331632.87,4385.98
16361,5938.610000000001,331676.73,4386.42
16362,5938.620000000001,331720.59,4386.85
16363,5938.63,331764.46,4387.28
16364,5938.64,331808.33,4387.72
16365,5938.650000000001,331852.21,4388.15
16366,5938.660000000001,331896.09,4388.59
16367,5938.67,331939.97,4389.02
16368,5938.68,331983.86,4389.45
16369,5938.6900000000005,332027.75,4389.89
16370,5938.7,332071.65,4390.32
16371,5938.71,332115.56,4390.76
16372,5938.72,332159.46,4391.19
16373,5938.73,332203.37,4391.62
16374,5938.74,332247.29,4392.06
16375,5938.75,332291.21,4392.49
16376,5938.76,332335.13,4392.93
16377,5938.7699999999995,332379.06,4393.36
16378,5938.78,332422.99,4393.79
16379,5938.79,332466.93,4394.23
16380,5938.8,332510.87,4394.66
16381,5938.81,332554.81,4395.1
16382,5938.820000000001,332598.76,4395.53
16383,5938.83,332642.72,4395.97
16384,5938.84,332686.68,4396.4
16385,5938.85,332730.64,4396.83
16386,5938.860000000001,332774.61,4397.27
16387,5938.87,332818.58,4397.7
16388,5938.88,332862.55,4398.14
16389,5938.89,332906.53,4398.57
16390,5938.9,332950.52,4399.0
16391,5938.91,332994.5,4399.44
16392,5938.92,333038.5,4399.87
16393,5938.929999999999,333082.49,4400.31
16394,5938.94,333126.49,4400.74
16395,5938.95,333170.5,4401.17
16396,5938.96,333214.51,4401.61
16397,5938.969999999999,333258.52,4402.04
16398,5938.98,333302.54,4402.48
16399,5938.99,333346.56,4402.91
16400,5939.0,333390.59,4403.34
16401,5939.01,333434.63,4403.77
16402,5939.02,333478.67,4404.2
16403,5939.03,333522.71,4404.63
16404,5939.04,333566.76,4405.06
16405,5939.05,333610.81,4405.49
16406,5939.06,333654.87,4405.92
16407,5939.07,333698.93,4406.35
16408,5939.08,333743.0,4406.78
16409,5939.09,333787.07,4407.21
16410,5939.1,333831.14,4407.64
16411,5939.110000000001,333875.22,4408.07
16412,5939.120000000001,333919.3,4408.5
16413,5939.13,333963.39,4408.93
16414,5939.14,334007.48,4409.36
16415,5939.150000000001,334051.57,4409.79
16416,5939.160000000001,334095.67,4410.22
16417,5939.17,334139.78,4410.65
16418,5939.18,334183.89,4411.08
16419,5939.1900000000005,334228.0,4411.51
16420,5939.2,334272.12,4411.94
16421,5939.21,334316.24,4412.37
16422,5939.22,334360.36,4412.8
16423,5939.23,334404.49,4413.23
16424,5939.24,334448.63,4413.66
16425,5939.25,334492.77,4414.09
16426,5939.26,334536.91,4414.51
16427,5939.2699999999995,334581.06,4414.94
16428,5939.28,334625.21,4415.37
16429,5939.29,334669.36,4415.8
16430,5939.3,334713.52,4416.23
16431,5939.31,334757.69,4416.66
16432,5939.320000000001,334801.85,4417.09
16433,5939.33,334846.03,4417.52
16434,5939.34,334890.2,4417.95
16435,5939.35,334934.39,4418.38
16436,5939.360000000001,334978.57,4418.81
16437,5939.37,335022.76,4419.24
16438,5939.38,335066.96,4419.67
16439,5939.39,335111.15,4420.1
16440,5939.4,335155.36,4420.53
16441,5939.41,335199.56,4420.96
16442,5939.42,335243.77,4421.39
16443,5939.429999999999,335287.99,4421.82
16444,5939.44,335332.21,4422.25
16445,5939.45,335376.43,4422.68
16446,5939.46,335420.66,4423.11
16447,5939.469999999999,335464.9,4423.54
16448,5939.48,335509.13,4423.97
16449,5939.49,335553.37,4424.4
16450,5939.5,335597.62,4424.83
16451,5939.51,335641.87,4425.26
16452,5939.52,335686.12,4425.69
16453,5939.53,335730.38,4426.11
16454,5939.54,335774.64,4426.54
16455,5939.55,335818.91,4426.97
16456,5939.56,335863.18,4427.4
16457,5939.57,335907.46,4427.83
16458,5939.58,335951.74,4428.26
16459,5939.59,335996.02,4428.69
16460,5939.6,336040.31,4429.12
16461,5939.610000000001,336084.6,4429.55
16462,5939.620000000001,336128.9,4429.98
16463,5939.63,336173.2,4430.41
16464,5939.64,336217.51,4430.84
16465,5939.650000000001,336261.82,4431.27
16466,5939.660000000001,336306.13,4431.7
16467,5939.67,336350.45,4432.13
16468,5939.68,336394.77,4432.56
16469,5939.6900000000005,336439.1,4432.99
16470,5939.7,336483.43,4433.42
16471,5939.71,336527.77,4433.85
16472,5939.72,336572.11,4434.28
16473,5939.73,336616.45,4434.71
16474,5939.74,336660.8,4435.14
16475,5939.75,336705.15,4435.57
16476,5939.76,336749.51,4436.0
16477,5939.7699999999995,336793.87,4436.43
16478,5939.78,336838.23,4436.86
16479,5939.79,336882.6,4437.29
16480,5939.8,336926.98,4437.71
16481,5939.81,336971.36,4438.14
16482,5939.820000000001,337015.74,4438.57
16483,5939.83,337060.13,4439.0
16484,5939.84,337104.52,4439.43
16485,5939.85,337148.91,4439.86
16486,5939.860000000001,337193.31,4440.29
16487,5939.87,337237.72,4440.72
16488,5939.88,337282.12,4441.15
16489,5939.89,337326.54,4441.58
16490,5939.9,337370.95,4442.01
16491,5939.91,337415.38,4442.44
16492,5939.92,337459.8,4442.87
16493,5939.929999999999,337504.23,4443.3
16494,5939.94,337548.67,4443.73
16495,5939.95,337593.1,4444.16
16496,5939.96,337637.55,4444.59
16497,5939.969999999999,337681.99,4445.02
16498,5939.98,337726.44,4445.45
16499,5939.99,337770.9,4445.88
16500,5940.0,337815.36,4446.31
16501,5940.01,337859.82,4446.7
16502,5940.02,337904.29,4447.1
16503,5940.03,337948.77,4447.5
16504,5940.04,337993.24,4447.89
16505,5940.05,338037.73,4448.29
16506,5940.06,338082.21,4448.69
16507,5940.07,338126.7,4449.08
16508,5940.08,338171.19,4449.48
16509,5940.09,338215.69,4449.88
16510,5940.1,338260.19,4450.27
16511,5940.110000000001,338304.7,4450.67
